name,description,price,category,image_url,active
NUTELLA PREMIUM - G (8 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - F (10 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - XF (12 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - GG (14 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
NUTELLA PREMIUM - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, creme de avelã, leite ninho, morangos. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Nutella Premium.webp,true
LOMBO CANADENSE - Brotinha,"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - P (4 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - M (6 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - G (8 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - F (10 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - XF (12 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - GG (14 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
LOMBO CANADENSE - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, lombo canadense, requeijão, bacon, abacaxi, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Lombo Canadense.webp,true
ESCONDIDINHO - Brotinha,"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",20,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - P (4 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",35,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - M (6 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",45,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - G (8 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",55,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - F (10 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",70,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - XF (12 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",80,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - GG (14 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",100,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ESCONDIDINHO - Extra 70x70cm (16 Fatias),"Ingredientes: Molho, mussarela, carne de sol, catupiry, batata palha, azeitona, cebola, tomate e orégano. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Especiais | Observação: qualquer pizza montada com sabor especial utiliza a tabela de preço das pizzas especiais.",160,Pizza Especial,/images/pizzas_cardapio/Escondidinho.webp,true
ABACAXI - Brotinha,"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - P (4 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - M (6 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - G (8 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - F (10 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - XF (12 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - GG (14 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
ABACAXI - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, abacaxi e leite condensado. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Abacaxi.webp,true
BANANA - Brotinha,"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - P (4 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - M (6 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - G (8 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - F (10 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - XF (12 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - GG (14 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
BANANA - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, banana, canela e leite condensado. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Banana com Canela.webp,true
CHOCOLATE - Brotinha,"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - P (4 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - M (6 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - G (8 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - F (10 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - XF (12 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - GG (14 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
CHOCOLATE - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, chocolate e leite condensado. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Chocolate Granulado.webp,true
PIZZA DE COCO - Brotinha,"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: Brotinha | Fatias: - | Limite de sabores: 1 sabor | Tabela de preço: Tradicionais/Doces",15,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - P (4 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: P | Fatias: 4 Fatias | Limite de sabores: até 2 sabores | Tabela de preço: Tradicionais/Doces",30,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - M (6 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: M | Fatias: 6 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",40,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - G (8 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: G | Fatias: 8 Fatias | Limite de sabores: até 3 sabores | Tabela de preço: Tradicionais/Doces",50,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - F (10 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: F | Fatias: 10 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",60,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - XF (12 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: XF | Fatias: 12 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",70,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - GG (14 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: GG | Fatias: 14 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",90,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
PIZZA DE COCO - Extra 70x70cm (16 Fatias),"Ingredientes: Mussarela, coco ralado e chocolate. | Tamanho: Extra (70x70cm) | Fatias: 16 Fatias | Limite de sabores: até 4 sabores | Tabela de preço: Tradicionais/Doces",150,Pizza Doce,/images/pizzas_cardapio/Pizza de Coco.webp,true
Pastel - FRANGO COM CATUPIRY,"Tipo: Pastel Salgado | Sabor: FRANGO COM CATUPIRY | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",8,Pastel,/images/pasteis/Frango com Catupiry.webp,true
Pastel - FRANGO,"Tipo: Pastel Salgado | Sabor: FRANGO | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",8,Pastel,/images/pasteis/Frango.webp,true
Pastel - QUEIJO,"Tipo: Pastel Salgado | Sabor: QUEIJO | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",8,Pastel,/images/pasteis/Queijo.webp,true
Pastel - QUEIJO E PRESUNTO,"Tipo: Pastel Salgado | Sabor: QUEIJO E PRESUNTO | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Queijo e Presunto.webp,true
Pastel - PIZZA,"Tipo: Pastel Salgado | Sabor: PIZZA | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Pizza.webp,true
Pastel - CARNE,"Tipo: Pastel Salgado | Sabor: CARNE | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Carne.webp,true
Pastel - CARNE E QUEIJO,"Tipo: Pastel Salgado | Sabor: CARNE E QUEIJO | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Carne e Queijo.webp,true
Pastel - ROMEU E JULIETA,"Tipo: Pastel Doce | Sabor: ROMEU E JULIETA | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Romeu e Julieta.webp,true
Pastel - DOÇURA,"Tipo: Pastel Doce | Sabor: DOÇURA | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Doçura.webp,true
Pastel - CHOCOLATE COM QUEIJO,"Tipo: Pastel Doce | Sabor: CHOCOLATE COM QUEIJO | Observação: o site informa o tipo do pastel, mas não detalha ingredientes além do nome/sabor.",10,Pastel,/images/pasteis/Chocolate com Queijo.webp,true
Macarronada - Frango,Descrição/ingredientes: Deliciosa macarronada caseira preparada na hora. Opção: Frango.,20,Porções e Aperitivos,/images/porcos/macarronada.webp,true
Macarronada - Carne,Descrição/ingredientes: Deliciosa macarronada caseira preparada na hora. Opção: Carne.,20,Porções e Aperitivos,/images/porcos/macarronada.webp,true
Batata Frita,Descrição/ingredientes: Batata frita crocante acompanhada de molho.,16,Porções e Aperitivos,/images/porcos/batata-frita.webp,true
Tábua de Frios,"Descrição/ingredientes: Salame com limão, cubos de queijo e azeitona.",30,Porções e Aperitivos,/images/porcos/tabua-de-frios.webp,true
Calabresa Acebolada,Descrição/ingredientes: Calabresa fatiada com cebola frita e farofa.,15,Porções e Aperitivos,/images/porcos/calabresa-acebolada.webp,true
Ovo de Codorna,Descrição/ingredientes: Ovos de codorna temperados com orégano.,10,Porções e Aperitivos,/images/porcos/ovo-de-codorna.webp,true
Mix de Boteco,Descrição/ingredientes: Porção de queijo temperado com orégano.,15,Porções e Aperitivos,/images/porcos/mix-de-boteco.webp,true
Aperitivo de Queijo Temperado,Descrição/ingredientes: Cubos de queijo temperados com orégano e azeitona.,20,Porções e Aperitivos,/images/porcos/aperitivo-queijo-temperado.webp,true
Clássico com Fritas,"Descrição/ingredientes: Filé com batata frita, farofa, vinagrete e molho.",45,Porções e Aperitivos,/images/porcos/classico-com-fritas.webp,true
Aperitivo Nordestino,Descrição/ingredientes: Carne de sol com vinagrete e farofa.,45,Porções e Aperitivos,/images/porcos/aperitivo-nordestino.webp,true
Suco Natural - Laranja,"Suco natural. Opção: Laranja. Sabores disponíveis no grupo: Laranja, Maracujá, Cajá, Acerola e Bacuri.",8,Bebidas,/images/bebidas/suco_natural.webp,true
Suco Natural - Maracujá,"Suco natural. Opção: Maracujá. Sabores disponíveis no grupo: Laranja, Maracujá, Cajá, Acerola e Bacuri.",8,Bebidas,/images/bebidas/suco_natural.webp,true
Suco Natural - Cajá,"Suco natural. Opção: Cajá. Sabores disponíveis no grupo: Laranja, Maracujá, Cajá, Acerola e Bacuri.",8,Bebidas,/images/bebidas/suco_natural.webp,true
Suco Natural - Acerola,"Suco natural. Opção: Acerola. Sabores disponíveis no grupo: Laranja, Maracujá, Cajá, Acerola e Bacuri.",8,Bebidas,/images/bebidas/suco_natural.webp,true
Suco Natural - Bacuri,"Suco natural. Opção: Bacuri. Sabores disponíveis no grupo: Laranja, Maracujá, Cajá, Acerola e Bacuri.",8,Bebidas,/images/bebidas/suco_natural.webp,true
Água - Sem Gás,Água mineral sem gás. Grupo original: Água. Opção: Sem Gás.,4,Bebidas,/images/bebidas/agua_v3.webp,true
Água - Com Gás,Água mineral com gás. Grupo original: Água. Opção: Com Gás.,5,Bebidas,/images/bebidas/agua_v3.webp,true
Coca-Cola 2L - Original,Coca-Cola 2 litros. Opção: Original.,15,Bebidas,/images/bebidas/coca_cola_2l.webp,true
Coca-Cola 2L - Zero,Coca-Cola 2 litros. Opção: Zero.,15,Bebidas,/images/bebidas/coca_cola_2l.webp,true
Refrigerante 2L - Jesus,Refrigerante 2 litros. Opção: Jesus.,15,Bebidas,/images/bebidas/refrigerante_2l.webp,true
Refrigerante 2L - Guaraná,Refrigerante 2 litros. Opção: Guaraná.,15,Bebidas,/images/bebidas/refrigerante_2l.webp,true
Refrigerante Retornável - Coca,Refrigerante retornável Coca. Necessário possuir o casco para troca.,8,Bebidas,/images/bebidas/refrigerante_retornavel.webp,true
Refrigerante 1L - Coca,Refrigerante 1 litro. Opção: Coca.,9,Bebidas,/images/bebidas/refrigerante_1l.webp,true
Refrigerante 1L - Coca Zero,Refrigerante 1 litro. Opção: Coca Zero.,9,Bebidas,/images/bebidas/refrigerante_1l.webp,true
Refrigerante 1L - Jesus,Refrigerante 1 litro. Opção: Jesus.,9,Bebidas,/images/bebidas/refrigerante_1l.webp,true
Refrigerante 1L - Guaraná,Refrigerante 1 litro. Opção: Guaraná.,9,Bebidas,/images/bebidas/refrigerante_1l.webp,true
Refrigerante Lata - Coca,Refrigerante em lata. Opção: Coca.,5,Bebidas,/images/bebidas/refrigerante_lata.webp,true
Refrigerante Lata - Coca Zero,Refrigerante em lata. Opção: Coca Zero.,5,Bebidas,/images/bebidas/refrigerante_lata.webp,true
Refrigerante Lata - Jesus,Refrigerante em lata. Opção: Jesus.,5,Bebidas,/images/bebidas/refrigerante_lata.webp,true
Refrigerante Lata - Guaraná,Refrigerante em lata. Opção: Guaraná.,5,Bebidas,/images/bebidas/refrigerante_lata.webp,true
Refrigerante Lata - Laranja,Refrigerante em lata. Opção: Laranja.,5,Bebidas,/images/bebidas/refrigerante_lata.webp,true
KS - Coca,KS Coca. Necessário possuir o casco para troca.,4,Bebidas,/images/bebidas/ks.webp,true